,month,position,artist,album,indicativerevenue,us,uk,de,fr,ca,au,genre
7502,Jul 2012,3,Justin Bieber,Believe,3450.6440000000002,1,4,3,24,1,1,Pop
7503,Jul 2012,4,Maroon 5,Overexposed,3027.614,2,2,4,5,3,4,Pop/Rock
7504,Jul 2012,5,One Direction,Up All Night,2842.362,6,21,66,40,3,5,Pop
7505,Jul 2012,6,Usher,Looking 4 Myself,2662.07,1,16,20,76,7,7,Pop
7506,Jul 2012,7,Lana Del Rey,Born To Die,2224.6079999999997,27,13,7,12,-,21,Alternative
7507,Jul 2012,8,Ed Sheeran,Plus,2085.249,5,3,96,87,5,6,Singer/Songwriter
7508,Jul 2012,9,fun.,Some Nights,2075.847,7,23,75,85,12,11,Alternative
7509,Jul 2012,10,Original Soundtrack,Rock Of Ages,1897.5410000000002,5,-,26,-,8,4,
7510,Jul 2012,11,Gotye,Making Mirrors,1870.378,6,51,100,17,11,-,
7511,Jul 2012,12,Katy Perry,Teenage Dream,1813.509,2,22,-,-,9,-,Pop
7512,Jul 2012,13,Rush,Clockwork Angels,1805.7220000000002,2,21,43,-,1,-,Alternative
7513,Jul 2012,14,Chris Brown,Fortune,1779.7720000000002,1,1,13,8,6,2,Pop
7514,Jul 2012,15,Coldplay,Mylo Xyloto,1727.09,44,7,83,35,-,26,Rock
7515,Jul 2012,16,Amy Macdonald,Life In A Beautiful Light,1671.36,-,11,2,42,-,-,
7516,Jul 2012,17,Kenny Chesney,Welcome To The Fishbowl,1585.769,2,-,-,-,5,34,Country
7517,Jul 2012,18,Of Monsters And Men,My Head Is An Animal,1583.693,16,-,12,-,16,-,
7518,Jul 2012,19,The Black Keys,El camino,1563.348,10,46,-,122,16,9,Alternative
7519,Jul 2012,20,Nicki Minaj,Pink Friday: Roman Reloaded,1505.524,27,20,-,152,-,14,Hip-Hop
7520,Jul 2012,21,Luke Bryan,Tailgates & Tanlines,1486.06,9,-,-,-,14,-,Contemporary Country
7521,Jul 2012,22,The Smashing Pumpkins,Oceania,1483.54,4,75,36,56,4,8,Alternative
7522,Jul 2012,23,Rihanna,Talk That Talk,1476.225,37,5,-,42,-,-,Pop
7523,Jul 2012,24,Florence + The Machine,Ceremonials,1467.3229999999999,18,27,34,-,-,14,Alternative
7524,Jul 2012,25,Carrie Underwood,Blown Away,1462.757,15,38,-,-,18,18,Country
7525,Jul 2012,26,Neil Young & Crazy Horse,Americana,1440.5629999999999,7,-,40,78,2,-,
7526,Jul 2012,27,Offspring,Days Go By,1412.2160000000001,12,43,5,18,4,7,
7527,Jul 2012,28,Alan Jackson,Thirty Miles West,1392.139,8,-,-,-,13,18,Country
7528,Jul 2012,29,Flo-Rida,Wild Ones,1380.739,14,8,16,19,1,5,
7529,Jul 2012,30,Train,California 37,1350.089,36,9,-,-,-,16,Pop/Rock
7530,Jul 2012,31,Adele,19,1343.359,30,52,65,74,-,-,Pop
7531,Jul 2012,32,Norah Jones,...Little Broken Hearts,1331.039,23,-,61,26,12,-,Pop
7532,Jul 2012,33,Jack White,Blunderbuss,1317.346,38,40,96,91,17,45,Rock
7533,Jul 2012,34,Die Toten Hosen,Ballast der Republik,1281.261,-,-,1,-,-,-,
7534,Jul 2012,35,David Guetta,Nothing But The Beat,1259.358,68,20,34,39,-,-,Electronic
7535,Jul 2012,36,John Mayer,Born & Raised,1257.785,11,-,-,-,14,28,Rock
7536,Jul 2012,37,Various Artists,NOW 42,1217.711,14,-,-,-,-,-,Hip-Hop/Rap
7537,Jul 2012,38,Fiona Apple,The Idler Wheel Is Wiser Than...,1201.275,3,-,-,-,13,-,Pop
7538,Jul 2012,39,Kelly Clarkson,Stronger,1193.6480000000001,48,21,-,-,-,29,Pop
7539,Jul 2012,40,Josh Turner,Punching Bag,1189.412,4,-,-,-,-,-,Country
7540,Jul 2012,41,Lionel Richie,Tuskegee,1184.201,18,-,-,-,-,20,Alternative
7541,Jul 2012,42,Original Soundtrack,Let It Shine,1178.4460000000001,12,-,-,-,-,-,
7542,Jul 2012,43,Jason Mraz,Love Is A Four Letter Word,1174.336,13,87,-,-,21,-,College Rock
7543,Jul 2012,44,Mumford & Sons,Sigh No More,1174.292,29,66,74,-,-,-,Alternative
7544,Jul 2012,45,Metric,Synthetica,1154.72,12,51,78,91,2,21,
7545,Jul 2012,46,Eric Church,Chief,1145.7730000000001,15,-,-,-,-,-,Country
7546,Jul 2012,47,Various Artists,NOW That's What I Call Country: Volume 5,1123.702,13,-,-,-,-,-,Hip-Hop/Rap
7547,Jul 2012,48,The Beach Boys,That's Why God Made The Radio,1122.407,14,-,70,-,-,-,Rock
7548,Jul 2012,49,Alabama Shakes,Boys & Girls,1117.289,41,47,-,-,-,-,Rock
7549,Jul 2012,50,Bruno Mars,Doo-Wops & Hooligans + Unorthodox Jukebox,1067.526,112,44,63,93,-,44,Pop/Rock
7550,Aug 2012,1,Adele,21,3649.562,8,9,6,7,2,12,Pop
7551,Aug 2012,2,Linkin Park,Living Things,3481.493,6,33,2,15,8,16,Alternative
7552,Aug 2012,3,Justin Bieber,Believe,3157.1609999999996,3,16,28,65,1,2,Pop
7553,Aug 2012,4,Maroon 5,Overexposed,3066.5559999999996,5,3,25,18,4,4,Pop/Rock
7554,Aug 2012,5,One Direction,Up All Night,3043.095,4,10,61,37,1,7,Pop
7555,Aug 2012,6,Lana Del Rey,Born To Die,2505.244,62,12,6,9,-,13,Alternative
7556,Aug 2012,7,Frank Ocean,Channel Orange,2476.909,2,12,28,67,3,23,Hip-Hop/Rap
7557,Aug 2012,8,Zac Brown Band,Uncaged,2394.064,1,-,-,-,1,38,Country
7558,Aug 2012,9,NAS,Life Is Good,2154.214,1,38,24,96,2,27,
7559,Aug 2012,10,The Gaslight Anthem,Handwritten,2010.066,3,2,2,-,5,14,
7560,Aug 2012,11,Chris Brown,Fortune,1991.8029999999999,4,26,74,86,11,15,Pop
7561,Aug 2012,12,fun.,Some Nights,1970.96,12,35,99,155,7,2,Alternative
7562,Aug 2012,13,Jennifer Lopez,Dance Again ... The Hits,1833.598,20,4,15,12,3,20,Pop
7563,Aug 2012,14,Katy Perry,Teenage Dream,1755.525,9,25,-,-,9,-,Pop
7564,Aug 2012,15,Ed Sheeran,Plus,1736.29,47,3,-,138,6,1,Singer/Songwriter
7565,Aug 2012,16,Flo-Rida,Wild Ones,1670.526,24,55,31,90,1,15,
7566,Aug 2012,17,Usher,Looking 4 Myself,1647.006,14,49,80,144,-,28,Pop
7567,Aug 2012,18,Of Monsters And Men,My Head Is An Animal,1632.007,19,-,13,-,6,-,
7568,Aug 2012,19,Kidz Bop Kids,Kidz Bop 22,1599.5870000000002,3,-,-,-,-,-,
7569,Aug 2012,20,Rick Ross,"God Forgives, I Don't",1540.819,1,8,-,29,1,41,Hip-Hop/Rap
7570,Aug 2012,21,Coldplay,Mylo Xyloto,1505.511,64,16,86,41,8,33,Rock
7571,Aug 2012,22,Nicki Minaj,Pink Friday: Roman Reloaded,1467.6989999999998,33,12,-,158,-,31,Hip-Hop
7572,Aug 2012,23,Luke Bryan,Tailgates & Tanlines,1464.108,11,-,-,-,14,-,Contemporary Country
7573,Aug 2012,24,Cro,Raop,1420.757,-,-,1,-,-,-,
7574,Aug 2012,25,Slipknot,Antennas To Hell,1411.496,18,22,10,86,22,16,Metal
7575,Aug 2012,26,The Black Keys,El camino,1396.094,51,7,-,101,19,14,Alternative
7576,Aug 2012,27,Rihanna,Talk That Talk,1367.795,67,1,-,39,-,-,Pop
7577,Aug 2012,28,Amy Macdonald,Life In A Beautiful Light,1367.624,-,4,4,99,-,-,
7578,Aug 2012,29,Kenny Chesney,Welcome To The Fishbowl,1352.354,10,-,-,-,-,-,Country
7579,Aug 2012,30,David Guetta,Nothing But The Beat,1351.862,93,20,34,34,23,49,Electronic
7580,Aug 2012,31,Florence + The Machine,Ceremonials,1333.89,74,22,41,-,-,14,Alternative
7581,Aug 2012,32,Train,California 37,1285.899,58,7,-,-,-,27,Pop/Rock
7582,Aug 2012,33,Adele,19,1280.367,49,54,72,60,-,-,Pop
7583,Aug 2012,34,Carrie Underwood,Blown Away,1274.9769999999999,16,-,-,-,15,-,Country
7584,Aug 2012,35,Gotye,Making Mirrors,1265.4569999999999,35,71,-,26,-,-,
7585,Aug 2012,36,Skrillex,Bangarang EP,1254.499,26,62,-,-,13,33,Electronic
7586,Aug 2012,37,Mumford & Sons,Sigh No More,1244.812,20,50,85,-,12,-,Alternative
7587,Aug 2012,38,The Lumineers,The Lumineers,1222.594,14,-,-,-,24,-,Folk-Rock
7588,Aug 2012,39,Emeli Sande,Our Version Of Events,1209.902,126,1,25,43,-,-,
7589,Aug 2012,40,Various Artists,Maybach Music Group Presents: Self Made 2,1162.583,13,-,-,-,-,-,Hip-Hop/Rap
7590,Aug 2012,41,Eric Church,Chief,1139.813,15,-,-,-,24,-,Country
7591,Aug 2012,42,Testament,Dark Roots Of Earth,1095.0330000000001,12,57,4,46,12,-,
7592,Aug 2012,43,Die Toten Hosen,Ballast der Republik,1090.212,-,-,3,-,-,-,
7593,Aug 2012,44,John Mayer,Born & Raised,1089.027,23,-,-,-,21,47,Rock
7594,Aug 2012,45,Bruno Mars,Doo-Wops & Hooligans + Unorthodox Jukebox,1084.165,11,40,88,95,-,44,Pop/Rock
7595,Aug 2012,46,Kelly Clarkson,Stronger,1081.2060000000001,48,31,-,-,-,43,Pop
7596,Aug 2012,47,Original Soundtrack,Dark Knight Rises,1057.618,8,-,-,-,10,-,
7597,Aug 2012,48,Various Artists,NOW 42,1046.611,25,-,-,-,-,-,Hip-Hop/Rap
7598,Aug 2012,49,Passion Pit,Gossamer,1043.097,4,56,-,-,17,12,Alternative
7599,Aug 2012,50,Jack White,Blunderbuss,1006.96,52,67,96,131,-,13,Rock
7600,Sep 2012,1,Adele,21,2938.917,8,15,13,10,3,11,Pop
7601,Sep 2012,2,Maroon 5,Overexposed,2797.514,5,9,58,32,4,7,Pop/Rock
7602,Sep 2012,3,One Direction,Up All Night,2599.72,7,11,65,38,2,10,Pop
7603,Sep 2012,4,Justin Bieber,Believe,2410.563,5,28,43,73,3,5,Pop
7604,Sep 2012,5,fun.,Some Nights,2299.314,9,8,-,139,6,3,Alternative
7605,Sep 2012,6,Linkin Park,Living Things,2245.075,21,50,9,17,20,29,Alternative
7606,Sep 2012,7,Alanis Morissette,Havoc And Bright Lights,2118.242,5,12,2,20,1,22,Pop/Rock
7607,Sep 2012,8,Of Monsters And Men,My Head Is An Animal,2013.158,18,3,22,-,10,47,
7608,Sep 2012,9,2 Chainz,Based On A T.R.U. Story,1964.8120000000001,1,-,-,-,7,-,Hip-Hop/Rap
7609,Sep 2012,10,Lana Del Rey,Born To Die,1946.256,51,15,8,15,-,16,Alternative
7610,Sep 2012,11,Various Artists,NOW 43,1938.941,2,-,-,-,-,-,Hip-Hop/Rap
7611,Sep 2012,12,Trey Songz,Chapter V,1706.046,1,10,-,142,13,18,R&B/Soul
7612,Sep 2012,13,The Black Keys,El camino,1661.74,34,6,-,52,12,14,Alternative
7613,Sep 2012,14,Ed Sheeran,Plus,1609.247,39,6,94,139,10,2,Singer/Songwriter
7614,Sep 2012,15,Carrie Underwood,Blown Away,1525.6470000000002,5,-,-,-,16,-,Country
7615,Sep 2012,16,Rick Ross,"God Forgives, I Don't",1521.006,3,-,-,-,13,-,Hip-Hop/Rap
7616,Sep 2012,17,Mumford & Sons,Sigh No More,1518.4379999999999,26,10,66,-,14,37,Alternative
7617,Sep 2012,18,Coldplay,Mylo Xyloto,1465.0410000000002,89,4,43,26,-,38,Rock
7618,Sep 2012,19,The Lumineers,The Lumineers,1456.251,11,-,-,-,13,-,Folk-Rock
7619,Sep 2012,20,Frank Ocean,Channel Orange,1432.4279999999999,21,45,-,97,20,19,Hip-Hop/Rap
7620,Sep 2012,21,Train,California 37,1394.704,26,21,-,-,-,24,Pop/Rock
7621,Sep 2012,22,Mark Knopfler,Privateering,1390.2020000000002,-,8,1,10,23,25,
7622,Sep 2012,23,Florence + The Machine,Ceremonials,1376.89,46,17,53,-,-,14,Alternative
7623,Sep 2012,24,Zac Brown Band,Uncaged,1333.149,9,-,-,-,24,-,Country
7624,Sep 2012,25,David Guetta,Nothing But The Beat,1327.838,69,31,9,17,-,-,Electronic
7625,Sep 2012,26,Bob Marley,"Legend, The Best Of Bob Marley",1309.454,18,39,-,81,-,-,Ska
7626,Sep 2012,27,Luke Bryan,Tailgates & Tanlines,1264.881,18,-,-,-,15,-,Contemporary Country
7627,Sep 2012,28,Nicki Minaj,Pink Friday: Roman Reloaded,1253.91,27,22,-,121,-,41,Hip-Hop
7628,Sep 2012,29,Chris Brown,Fortune,1233.724,25,48,-,101,-,18,Pop
7629,Sep 2012,30,Katy Perry,Teenage Dream,1211.097,30,43,-,-,17,-,Pop
7630,Sep 2012,31,Rihanna,Talk That Talk,1205.536,48,8,-,48,-,-,Pop
7631,Sep 2012,32,Matchbox Twenty,North,1202.4260000000002,1,14,13,-,2,1,
7632,Sep 2012,33,Kidz Bop Kids,Kidz Bop 22,1193.753,11,-,-,-,-,-,
7633,Sep 2012,34,The xx,Coexist,1139.64,5,1,3,2,2,2,
7634,Sep 2012,35,Two Door Cinema Club,Beacon,1138.607,17,2,21,17,21,4,
7635,Sep 2012,36,Bloc Party,Four,1138.501,36,3,6,37,9,3,Indie Rock
7636,Sep 2012,37,Bob Dylan,Tempest,1106.568,3,3,2,6,4,8,Rock
7637,Sep 2012,38,Tamela Mann,Best Days,1059.087,14,-,-,-,-,-,
7638,Sep 2012,39,Tobymac,Eye On It,1054.606,1,-,-,-,15,-,
7639,Sep 2012,40,Lynyrd Skynyrd,Last Of A Dyin' Breed,1038.886,14,83,14,104,-,-,Southern Rock
7640,Sep 2012,41,Drake,Take Care,1036.244,28,60,-,-,-,-,Hip-Hop/Rap
7641,Sep 2012,42,Usher,Looking 4 Myself,1033.839,24,76,-,151,-,28,Pop
7642,Sep 2012,43,Owl City,The Midsummer Station,1020.003,7,34,44,88,1,29,Pop
7643,Sep 2012,44,Eric Church,Chief,1017.4760000000001,29,-,-,-,24,-,Country
7644,Sep 2012,45,DJ Khaled,Kiss The Ring,1009.26,4,-,-,-,17,-,Hip-Hop
7645,Sep 2012,46,Alex Clare,The Lateness Of The Hour,998.415,64,71,26,133,-,-,
7646,Sep 2012,47,Emeli Sande,Our Version Of Events,997.2439999999999,142,1,37,56,-,-,
7647,Sep 2012,48,Kelly Clarkson,Stronger,976.0219999999999,19,46,-,-,-,-,Pop
7648,Sep 2012,49,Colt Ford,Declaration Of Independence,959.8610000000001,20,-,-,-,-,-,Country
7649,Sep 2012,50,NAS,Life Is Good,957.966,23,-,-,-,-,-,
7650,Oct 2012,1,Pink,The Truth About Love,4107.311,1,3,1,8,1,1,
7651,Oct 2012,2,Mumford & Sons,Babel,3643.639,1,1,2,67,1,2,Alternative
7652,Oct 2012,3,Adele,21,2763.31,12,18,26,10,11,18,Pop
7653,Oct 2012,4,Muse,The 2nd Law,2650.2090000000003,2,1,2,1,2,2,Rock
7654,Oct 2012,5,The Killers,Battle Born,2596.739,3,4,2,79,3,2,Rock
7655,Oct 2012,6,Bob Dylan,Tempest,2418.754,3,21,7,37,4,13,Rock
7656,Oct 2012,7,The xx,Coexist,2413.611,5,8,10,18,2,9,
7657,Oct 2012,8,Green Day,Uno!,2310.889,2,2,3,12,3,3,Punk
7658,Oct 2012,9,Maroon 5,Overexposed,2177.583,11,13,-,46,12,11,Pop/Rock
7659,Oct 2012,10,One Direction,Up All Night,2159.426,15,18,58,65,19,11,Pop
7660,Oct 2012,11,Mumford & Sons,Sigh No More,1969.219,12,10,49,-,18,19,Alternative
7661,Oct 2012,12,Lana Del Rey,Born To Die,1930.9,53,11,10,13,-,32,Alternative
7662,Oct 2012,13,fun.,Some Nights,1908.31,18,11,-,37,17,22,Alternative
7663,Oct 2012,14,Carly Rae Jepsen,Kiss,1902.422,6,26,22,27,5,8,Pop
7664,Oct 2012,15,Dave Matthews Band,Away From The World,1788.026,1,-,-,-,3,-,
7665,Oct 2012,16,Various Artists,Kanye West Presents GOOD Music Cruel Summer,1755.749,2,-,74,69,4,7,Hip-Hop/Rap
7666,Oct 2012,17,Little Big Town,Tornado,1736.261,2,-,-,-,16,-,Country
7667,Oct 2012,18,Of Monsters And Men,My Head Is An Animal,1597.2620000000002,35,17,29,55,-,38,
7668,Oct 2012,19,No Doubt,Push And Shove,1582.683,3,16,11,33,5,8,Pop
7669,Oct 2012,20,Linkin Park,Living Things,1528.259,34,53,26,28,-,46,Alternative
7670,Oct 2012,21,Justin Bieber,Believe,1522.039,20,51,98,178,16,41,Pop
7671,Oct 2012,22,ZZ Top,La futura,1495.03,6,72,13,41,7,-,Rock
7672,Oct 2012,23,Diana Krall,Glad Rag Doll,1411.285,6,21,17,3,2,44,Jazz
7673,Oct 2012,24,The Lumineers,The Lumineers,1407.819,15,29,-,-,18,-,Folk-Rock
7674,Oct 2012,25,The Avett Brothers,The Carpenter,1349.7479999999998,4,-,-,-,8,-,Rock
7675,Oct 2012,26,Matchbox Twenty,North,1345.616,8,-,69,-,15,5,
7676,Oct 2012,27,Ed Sheeran,Plus,1320.636,45,11,94,-,-,18,Singer/Songwriter
7677,Oct 2012,28,The Black Keys,El camino,1290.808,48,31,-,140,-,18,Alternative
7678,Oct 2012,29,Grizzly Bear,Shields,1251.302,7,48,40,73,16,17,Rock
7679,Oct 2012,30,Imagine Dragons,Night Visions,1209.483,7,-,-,-,-,-,Alternative
7680,Oct 2012,31,Various Artists,NOW 43,1192.2160000000001,9,-,-,-,-,-,Hip-Hop/Rap
7681,Oct 2012,32,Mark Knopfler,Privateering,1158.6860000000001,-,35,6,43,-,-,
7682,Oct 2012,33,David Guetta,Nothing But The Beat,1145.6860000000001,69,85,16,30,19,-,Electronic
7683,Oct 2012,34,2 Chainz,Based On A T.R.U. Story,1141.165,13,-,-,-,-,-,Hip-Hop/Rap
7684,Oct 2012,35,Frank Ocean,Channel Orange,1132.798,25,73,-,138,-,40,Hip-Hop/Rap
7685,Oct 2012,36,Carrie Underwood,Blown Away,1066.912,24,-,-,-,-,-,Country
7686,Oct 2012,37,Xavas,Gespaltene Personlichkeit,1048.3110000000001,-,-,1,-,-,-,
7687,Oct 2012,38,Luke Bryan,Tailgates & Tanlines,1047.445,26,-,-,-,-,-,Contemporary Country
7688,Oct 2012,39,Katy Perry,Teenage Dream,1047.244,34,68,-,-,-,-,Pop
7689,Oct 2012,40,Florence + The Machine,Ceremonials,1038.132,65,34,84,-,-,28,Alternative
7690,Oct 2012,41,deadmau5,Album Title Goes Here,1035.6589999999999,6,9,-,-,9,-,
7691,Oct 2012,42,Van Morrison,Born To Sing: No Plan B,1034.69,10,15,15,148,15,-,Rock
7692,Oct 2012,43,Train,California 37,1032.71,33,43,-,-,-,48,Pop/Rock
7693,Oct 2012,44,Michael Jackson,Bad: 25,1018.283,23,-,-,42,-,-,Pop
7694,Oct 2012,45,Kiss,Monster,1003.166,3,21,6,26,3,7,Rock
7695,Oct 2012,46,Lupe Fiasco,Food & Liquor II: The Great American Rap Album,964.693,5,60,-,-,13,17,Hip-Hop/Rap
7696,Oct 2012,47,Coldplay,Mylo Xyloto,963.413,130,12,48,39,-,-,Rock
7697,Oct 2012,48,Tobymac,Eye On It,939.4110000000001,16,-,-,-,-,-,
7698,Oct 2012,49,Eric Church,Chief,933.6360000000001,31,-,-,-,-,-,Country
7699,Oct 2012,50,Alex Clare,The Lateness Of The Hour,933.191,61,-,52,95,-,-,
7700,Nov 2012,1,Taylor Swift,Red,3167.619,1,1,5,30,1,1,Pop
7701,Nov 2012,2,Mumford & Sons,Babel,3123.9240000000004,1,5,13,-,1,5,Alternative
7702,Nov 2012,3,Pink,The Truth About Love,2828.7870000000003,6,11,11,26,5,1,
7703,Nov 2012,4,Adele,21,2536.2729999999997,9,25,19,7,11,24,Pop
7704,Nov 2012,5,Muse,The 2nd Law,2304.862,10,8,18,2,5,10,Rock
7705,Nov 2012,6,Jason Aldean,Night Train,2030.5510000000002,1,-,-,-,1,-,Country
7706,Nov 2012,7,Maroon 5,Overexposed,1977.138,13,23,-,42,10,11,Pop/Rock
7707,Nov 2012,8,fun.,Some Nights,1883.594,19,4,-,37,23,22,Alternative
7708,Nov 2012,9,One Direction,Up All Night,1869.7020000000002,21,18,90,40,17,15,Pop
7709,Nov 2012,10,Kendrick Lamar,"good kid, m.A.A.d city",1761.0120000000002,2,16,74,57,2,23,Alternative Rap
7710,Nov 2012,11,Mumford & Sons,Sigh No More,1598.349,20,26,58,-,-,17,Alternative
7711,Nov 2012,12,The Lumineers,The Lumineers,1559.354,15,20,-,-,10,-,Folk-Rock
7712,Nov 2012,13,Neil Young & Crazy Horse,Psychedelic Pill,1505.6989999999998,8,14,4,19,7,28,
7713,Nov 2012,14,Lana Del Rey,Born To Die,1497.332,79,8,9,12,-,38,Alternative
7714,Nov 2012,15,Of Monsters And Men,My Head Is An Animal,1470.4879999999998,49,17,54,55,-,18,
7715,Nov 2012,16,Little Big Town,Tornado,1458.475,8,-,-,-,-,-,Country
7716,Nov 2012,17,Stone Sour,House Of Gold & Bones: Part 1,1454.4560000000001,7,13,7,58,9,13,
7717,Nov 2012,18,Justin Bieber,Believe,1411.7920000000001,21,65,-,161,9,-,Pop
7718,Nov 2012,19,Diana Krall,Glad Rag Doll,1398.0929999999998,17,62,37,17,2,-,Jazz
7719,Nov 2012,20,Ellie Goulding,Halcyon,1384.349,9,19,47,-,8,16,Pop
7720,Nov 2012,21,Rod Stewart,"Merry Christmas, Baby",1381.9460000000001,3,2,-,-,2,7,Rock
7721,Nov 2012,22,Robbie Williams,Take The Crown,1348.4389999999999,-,1,1,9,-,4,Pop
7722,Nov 2012,23,Ed Sheeran,Plus,1295.383,43,11,-,-,-,17,Singer/Songwriter
7723,Nov 2012,24,Scotty McCreery,Christmas With Scotty McCreery,1288.34,4,-,-,-,-,-,Country
7724,Nov 2012,25,The Killers,Battle Born,1286.018,38,15,51,-,-,31,Rock
7725,Nov 2012,26,Kiss,Monster,1275.559,3,-,21,114,3,23,Rock
7726,Nov 2012,27,Brandy,Two Eleven,1256.21,3,-,-,-,-,-,R&B/Soul
7727,Nov 2012,28,Miguel,Kaleidoscope Dream,1248.579,7,-,-,-,-,-,R&B/Soul
7728,Nov 2012,29,Green Day,Uno!,1213.492,26,35,-,89,21,25,Punk
7729,Nov 2012,30,Luke Bryan,Tailgates & Tanlines,1170.152,11,-,-,-,-,-,Contemporary Country
7730,Nov 2012,31,Carrie Underwood,Blown Away,1166.9160000000002,12,-,-,-,-,-,Country
7731,Nov 2012,32,Lady Antebellum,On This Winter's Night,1155.847,9,56,-,-,5,-,Country
7732,Nov 2012,33,Macklemore & Ryan Lewis,The Heist,1138.796,2,-,-,-,4,-,Hip-Hop
7733,Nov 2012,34,David Garrett,Music,1115.955,-,-,2,-,-,-,
7734,Nov 2012,35,The xx,Coexist,1109.242,60,37,49,50,-,32,
7735,Nov 2012,36,Calvin Harris,18 Months,1107.298,19,1,63,110,8,5,Pop
7736,Nov 2012,37,Aerosmith,Music From Another Dimension!,1077.928,5,14,7,35,6,30,Rock
7737,Nov 2012,38,Eric Church,Chief,1055.614,13,-,-,-,-,-,Country
7738,Nov 2012,39,Tony Bennett,Viva Duets,1040.088,5,-,-,-,12,38,Standards
7739,Nov 2012,40,Original Soundtrack,Pitch Perfect,1031.019,12,-,-,-,20,-,
7740,Nov 2012,41,Hunter Hayes,Hunter Hayes,1027.741,24,-,-,-,-,-,Country
7741,Nov 2012,42,Die Toten Hosen,Ballast der Republik,1019.068,-,-,3,-,-,-,
7742,Nov 2012,43,Barbra Streisand,Release Me,981.7660000000001,7,-,-,-,8,-,Pop
7743,Nov 2012,44,Meek Mill,Dreams And Nightmares,971.204,2,67,-,199,6,-,Hip-Hop
7744,Nov 2012,45,Various Artists,NOW 43,969.937,24,-,-,-,-,-,Hip-Hop/Rap
7745,Nov 2012,46,Emeli Sande,Our Version Of Events,969.028,-,2,24,38,-,-,
7746,Nov 2012,47,Seeed,Seeed,965.2410000000001,-,-,3,-,-,-,
7747,Nov 2012,48,The Black Keys,El camino,959.362,61,56,-,-,-,14,Alternative
7748,Nov 2012,49,Blake Shelton,"Cheers, It's Christmas",958.449,14,-,-,-,-,-,Country
7749,Nov 2012,50,2 Chainz,Based On A T.R.U. Story,952.558,27,-,-,-,-,-,Hip-Hop/Rap
7750,Dec 2012,1,One Direction,Take Me Home,3910.325,1,2,28,10,1,1,Pop
7751,Dec 2012,2,Michael Buble,Christmas,3621.864,3,2,1,58,-,1,
7752,Dec 2012,3,Rihanna,Unapologetic,3618.0190000000002,1,1,3,3,1,8,Pop
7753,Dec 2012,4,Led Zeppelin,Celebration Day,3458.823,9,4,1,9,4,3,Rock
7754,Dec 2012,5,Taylor Swift,Red,3426.138,1,20,44,81,3,3,Pop
7755,Dec 2012,6,Rod Stewart,"Merry Christmas, Baby",3170.743,3,4,22,-,1,3,Rock
7756,Dec 2012,7,Pink,The Truth About Love,2931.7670000000003,7,10,7,44,8,2,
7757,Dec 2012,8,The Rolling Stones,GRRR!,2646.315,19,11,5,19,18,7,Rock
7758,Dec 2012,9,Mumford & Sons,Babel,2412.742,11,11,25,-,11,9,Alternative
7759,Dec 2012,10,Alicia Keys,Girl On Fire,2357.972,1,15,6,8,8,12,R&B/Soul
7760,Dec 2012,11,Adele,21,2211.087,21,42,30,14,16,26,Pop
7761,Dec 2012,12,AC/DC,Live At River Plate,2085.485,66,14,2,13,16,11,Rock
7762,Dec 2012,13,Original Soundtrack,The Twilight Saga: Breaking Dawn Part 2,1878.245,3,-,22,51,14,11,
7763,Dec 2012,14,Susan Boyle,Standing Ovation: The Greatest Songs from the Stage,1802.286,12,7,-,-,17,6,Pop
7764,Dec 2012,15,One Direction,Up All Night,1732.888,23,29,-,61,25,23,Pop
7765,Dec 2012,16,Maroon 5,Overexposed,1673.049,20,30,-,47,24,12,Pop/Rock
7766,Dec 2012,17,Robbie Williams,Take The Crown,1627.066,-,6,4,40,-,21,Pop
7767,Dec 2012,18,Lana Del Rey,Born To Die,1622.729,37,21,9,28,23,-,Alternative
7768,Dec 2012,19,Lady Antebellum,On This Winter's Night,1577.985,8,56,-,-,6,-,Country
7769,Dec 2012,20,Justin Bieber,Believe,1545.6329999999998,13,65,-,136,18,-,Pop
7770,Dec 2012,21,Phil Phillips,The World From The Side Of The Moon,1472.394,4,-,-,-,9,-,
7771,Dec 2012,22,Blake Shelton,"Cheers, It's Christmas",1472.385,8,-,-,-,19,-,Country
7772,Dec 2012,23,Various Artists,NOW 44,1461.0529999999999,8,-,-,-,-,-,Hip-Hop/Rap
7773,Dec 2012,24,fun.,Some Nights,1423.745,38,18,-,78,-,38,Alternative
7774,Dec 2012,25,Jason Aldean,Night Train,1401.601,8,-,-,-,-,-,Country
7775,Dec 2012,26,The Lumineers,The Lumineers,1397.567,20,22,-,-,21,-,Folk-Rock
7776,Dec 2012,27,Kelly Clarkson,Greatest Hits: Chapter One,1360.225,11,18,-,-,15,20,Pop
7777,Dec 2012,28,Kid Rock,Rebel Soul,1318.2420000000002,5,-,24,-,10,-,Rock
7778,Dec 2012,29,Pitbull,Global Warming,1312.2079999999999,14,-,21,43,12,14,Pop/Rock
7779,Dec 2012,30,Muse,The 2nd Law,1306.771,72,36,77,7,-,39,Rock
7780,Dec 2012,31,Ed Sheeran,Plus,1282.672,51,13,-,-,-,11,Singer/Songwriter
7781,Dec 2012,32,Christina Aguilera,Lotus,1276.271,7,76,67,167,7,19,Pop
7782,Dec 2012,33,Scotty McCreery,Christmas With Scotty McCreery,1275.69,12,-,-,-,-,-,Country
